fecha_siniestro,fecha_pago,estado_siniestro,valor_pagado,reserva,edad,genero,uso_vehiculo,valor_asegurado,antiguedad_vehiculo,ciudad,marca,modelo
2019-03-07,2020-06-07,Cerrado,2192494,0,51,M,Particular,81939170,12,Cali,Toyota,2001
2024-08-23,,Abierto,0,824818,32,F,Particular,103584265,14,Medellin,Nissan,2022
2020-06-13,2021-02-13,Cerrado,2409042,0,66,F,Particular,100913076,5,Cali,Toyota,2018
2024-10-11,2024-11-11,Cerrado,670941,0,59,F,Particular,28898559,0,Medellin,Toyota,2012
2023-05-01,2023-07-01,Cerrado,2891471,0,48,M,Particular,20691930,3,Bogota,Nissan,2008
2021-01-12,2023-06-12,Cerrado,1784843,0,56,F,Particular,80384505,4,Cartagena,Chevrolet,2006
2018-07-11,2019-10-11,Cerrado,647931,0,32,F,Particular,111034872,1,Barranquilla,Nissan,2006
2018-02-10,2018-11-10,Cerrado,1854441,0,66,F,Particular,37720555,1,Cali,Renault,2003
2023-03-03,2023-07-03,Cerrado,2039676,0,18,M,Particular,23301764,7,Cali,Toyota,2001
2023-02-03,2023-09-03,Cerrado,2278897,0,48,M,Particular,92263432,6,Cartagena,Nissan,2013
2022-12-02,2023-06-02,Cerrado,1829223,0,26,F,Particular,104057715,12,Cartagena,Chevrolet,2013
2021-08-25,2024-03-25,Cerrado,2424302,0,32,M,Particular,111384683,12,Medellin,Renault,2002
2018-05-16,2018-07-16,Cerrado,2122237,0,52,M,Comercial,34883867,1,Medellin,Mazda,2012
2022-12-19,,Abierto,0,1374380,27,F,Comercial,87553320,4,Cartagena,Chevrolet,2006
2018-04-16,2018-12-16,Cerrado,1747198,0,32,M,Particular,117788391,11,Cali,Renault,2021
2019-06-03,2019-11-03,Cerrado,1555438,0,36,M,Particular,106601038,11,Medellin,Toyota,2006
2023-04-26,2023-07-26,Cerrado,1018177,0,44,M,Particular,75108697,8,Barranquilla,Toyota,2021
2022-04-15,2023-01-15,Cerrado,1966194,0,23,M,Particular,112360556,8,Cali,Chevrolet,2016
2018-05-06,2019-06-06,Cerrado,623167,0,18,M,Particular,119123590,15,Barranquilla,Toyota,2001
2024-09-13,,Abierto,0,36595913,20,F,Particular,40502468,3,Cali,Renault,2015
2023-10-28,2023-12-28,Cerrado,1010625,0,66,M,Particular,111100385,16,Bogota,Mazda,2001
2019-01-24,2019-07-24,Cerrado,2638564,0,56,M,Particular,64802781,15,Barranquilla,Chevrolet,2004
2022-04-08,2022-09-08,Cerrado,2922596,0,19,F,Particular,28710708,0,Cali,Toyota,2006
2022-09-21,2023-06-21,Cerrado,602488,0,54,F,Particular,77353417,0,Barranquilla,Renault,2019
2023-10-23,,Abierto,0,1955925,62,F,Comercial,114376811,0,Cartagena,Nissan,2004
2020-10-25,2021-04-25,Cerrado,36813928,0,37,F,Particular,54179993,8,Cali,Mazda,2007
2023-04-27,2024-01-27,Cerrado,2171034,0,46,F,Particular,86162630,1,Medellin,Renault,2020
2018-03-23,2018-07-23,Cerrado,959334,0,45,M,Particular,46626060,13,Barranquilla,Mazda,2004
2022-04-10,2022-11-10,Cerrado,2451990,0,33,F,Comercial,89203650,3,Bogota,Chevrolet,2003
2020-02-15,2020-03-15,Cerrado,2740745,0,66,M,Particular,107634544,11,Bogota,Toyota,2014
2018-10-05,2019-10-05,Cerrado,1647857,0,50,M,Particular,46944595,18,Medellin,Chevrolet,2006
2023-02-22,2023-06-22,Cerrado,1279356,0,46,F,Particular,69611782,6,Medellin,Nissan,2004
2024-03-21,2024-04-21,Cerrado,744423,0,44,M,Particular,22691408,16,Barranquilla,Nissan,2016
2022-05-27,,Abierto,0,1001059,25,M,Particular,62896262,17,Cali,Mazda,2011
2019-08-29,2021-07-29,Cerrado,1815850,0,25,F,Particular,49447862,1,Cali,Toyota,2009
2023-08-29,2023-10-29,Cerrado,2580070,0,54,F,Particular,112031082,17,Bogota,Toyota,2010
2019-10-02,2020-02-02,Cerrado,1635575,0,59,F,Particular,82109219,2,Medellin,Nissan,2002
2022-11-25,,Abierto,0,2985911,35,M,Comercial,59267870,14,Cartagena,Renault,2006
2022-10-23,2023-07-23,Cerrado,32202849,0,30,F,Particular,77075969,14,Barranquilla,Nissan,2012
2021-09-28,2023-09-28,Cerrado,39540122,0,53,M,Particular,90176807,17,Barranquilla,Chevrolet,2020
2023-11-15,2024-06-15,Cerrado,2091390,0,51,M,Particular,56681310,14,Bogota,Toyota,2010
2018-06-24,2018-09-24,Cerrado,2998100,0,67,F,Particular,78650253,5,Barranquilla,Toyota,2002
2021-10-08,2021-12-08,Cerrado,2392744,0,74,M,Particular,79297808,8,Medellin,Renault,2007
2018-12-14,2019-06-14,Cerrado,999186,0,27,F,Particular,42204668,2,Cali,Mazda,2004
2018-01-01,2020-03-01,Cerrado,1206367,0,65,F,Particular,46924582,19,Barranquilla,Chevrolet,2022
2018-03-04,2018-10-04,Cerrado,2618029,0,56,M,Comercial,111150203,3,Barranquilla,Mazda,2000
2022-11-19,2022-11-19,Cerrado,913121,0,72,F,Comercial,72643654,8,Bogota,Renault,2000
2018-08-14,2019-03-14,Cerrado,1202547,0,61,F,Particular,67071675,18,Barranquilla,Chevrolet,2008
2024-10-06,,Abierto,0,2980113,45,F,Particular,108703597,0,Cali,Renault,2001
2020-11-08,2021-06-08,Cerrado,2224913,0,43,F,Particular,87743425,15,Bogota,Renault,2012
2023-09-10,2024-05-10,Cerrado,1613120,0,60,M,Particular,31552112,6,Barranquilla,Mazda,2003
2020-04-24,2020-07-24,Cerrado,977896,0,67,M,Particular,116267462,14,Cartagena,Mazda,2015
2018-01-24,2018-02-24,Cerrado,2785920,0,52,M,Comercial,57998410,13,Cartagena,Renault,2022
2021-05-19,2022-02-19,Cerrado,2449454,0,60,M,Comercial,64021038,1,Cartagena,Chevrolet,2022
2023-06-08,2023-08-08,Cerrado,1779350,0,36,M,Comercial,81343800,3,Bogota,Nissan,2014
2018-06-10,2018-07-10,Cerrado,2557434,0,48,F,Comercial,87701448,18,Barranquilla,Mazda,2021
2021-07-02,2021-11-02,Cerrado,960007,0,34,F,Particular,79634229,14,Bogota,Mazda,2010
2022-05-14,2023-07-14,Cerrado,2890667,0,70,F,Comercial,59796500,19,Medellin,Nissan,2013
2023-12-02,2024-01-02,Cerrado,1941456,0,31,M,Particular,37698562,16,Bogota,Toyota,2000
2024-12-26,,Abierto,0,37669953,49,M,Particular,32886608,5,Bogota,Nissan,2017
2023-05-07,2023-10-07,Cerrado,2960631,0,34,M,Particular,112033005,7,Bogota,Toyota,2008
2022-08-23,2022-11-23,Cerrado,1810175,0,40,M,Comercial,70152401,10,Medellin,Chevrolet,2001
2020-08-12,2021-05-12,Cerrado,1762863,0,63,F,Particular,89357427,1,Cali,Toyota,2001
2018-12-23,2019-08-23,Cerrado,1047763,0,55,F,Particular,116161784,9,Barranquilla,Toyota,2003
2024-01-26,,Abierto,0,918999,22,M,Particular,49517778,1,Barranquilla,Mazda,2006
2020-08-26,2020-10-26,Cerrado,30252224,0,65,M,Particular,70992456,12,Cali,Mazda,2005
2018-08-30,2019-04-30,Cerrado,2827080,0,18,F,Particular,58225469,1,Medellin,Nissan,2012
2018-05-19,2019-02-19,Cerrado,621689,0,23,F,Particular,25297086,15,Cartagena,Chevrolet,2007
2023-11-15,2023-11-15,Cerrado,1716208,0,40,M,Comercial,62855512,13,Cali,Nissan,2005
2018-05-27,2018-05-27,Cerrado,1462433,0,50,F,Particular,63835105,7,Medellin,Nissan,2019
2020-12-16,2021-06-16,Cerrado,1799882,0,34,M,Particular,69153659,8,Barranquilla,Renault,2002
2020-12-01,2021-07-01,Cerrado,1862981,0,56,M,Particular,43985168,6,Cartagena,Mazda,2014
2019-06-27,2019-10-27,Cerrado,801658,0,21,M,Particular,118805407,7,Bogota,Chevrolet,2008
2019-11-23,2019-11-23,Cerrado,743472,0,39,F,Particular,113509246,18,Medellin,Renault,2007
2020-10-22,2021-03-22,Cerrado,2002614,0,64,M,Particular,36479512,5,Medellin,Nissan,2011
2021-03-07,2021-11-07,Cerrado,30633469,0,55,M,Particular,99928458,6,Barranquilla,Nissan,2000
2022-06-29,2023-02-28,Cerrado,1895112,0,64,M,Comercial,37724500,10,Medellin,Renault,2007
2019-12-31,2020-06-30,Cerrado,619207,0,59,M,Particular,94170333,18,Bogota,Chevrolet,2003
2024-07-06,,Abierto,0,2370227,38,M,Comercial,60907090,15,Cali,Renault,2006
2019-02-08,2019-10-08,Cerrado,1985056,0,30,F,Particular,34179602,6,Cali,Nissan,2015
2024-12-30,,Abierto,0,926975,35,M,Particular,30793305,5,Barranquilla,Toyota,2018
2023-04-24,2023-07-24,Cerrado,1825551,0,61,M,Particular,30289600,15,Bogota,Mazda,2009
2021-02-24,2021-04-24,Cerrado,2820697,0,20,F,Particular,41862848,3,Cali,Renault,2013
2022-10-02,2023-07-02,Cerrado,2447384,0,66,M,Comercial,21723593,13,Cali,Toyota,2002
2020-11-04,2021-05-04,Cerrado,1254954,0,29,F,Particular,71457359,15,Cali,Nissan,2023
2024-03-23,2024-10-23,Cerrado,624809,0,48,M,Particular,48492057,11,Bogota,Mazda,2012
2020-01-15,2020-06-15,Cerrado,946971,0,64,M,Particular,47685350,9,Cali,Renault,2002
2024-12-15,,Abierto,0,2405455,64,F,Particular,82594630,1,Cartagena,Chevrolet,2023
2018-11-15,2019-05-15,Cerrado,2899474,0,38,M,Particular,26359236,9,Barranquilla,Renault,2010
2021-05-27,2024-04-27,Cerrado,2779751,0,54,M,Particular,84006346,17,Cartagena,Chevrolet,2006
2020-02-12,2020-05-12,Cerrado,1621701,0,63,F,Particular,44448830,12,Bogota,Toyota,2017
2023-04-01,2023-05-01,Cerrado,1776642,0,48,F,Comercial,54859409,10,Medellin,Nissan,2012
2024-11-04,,Abierto,0,33622423,41,M,Particular,119877581,12,Barranquilla,Renault,2012
2020-08-01,2022-10-01,Cerrado,826960,0,74,M,Particular,81592643,19,Medellin,Renault,2011
2023-07-08,2024-12-08,Cerrado,2521823,0,23,F,Particular,49636450,3,Barranquilla,Mazda,2001
2021-04-28,2021-07-28,Cerrado,2541911,0,31,F,Comercial,70987192,3,Barranquilla,Mazda,2001
2019-02-23,2019-09-23,Cerrado,1233826,0,66,F,Particular,74135199,6,Cartagena,Nissan,2000
2020-05-14,2020-12-14,Cerrado,1864290,0,38,M,Particular,45788751,11,Cali,Chevrolet,2001
2020-02-28,2020-05-28,Cerrado,2517023,0,39,F,Comercial,31444668,6,Bogota,Renault,2023
2023-02-15,2023-04-15,Cerrado,673614,0,30,F,Particular,64486141,15,Cali,Toyota,2017
2019-05-10,2019-09-10,Cerrado,2504548,0,26,M,Particular,92931838,12,Medellin,Chevrolet,2004
2020-11-28,2021-08-28,Cerrado,656728,0,26,M,Particular,107556055,16,Cali,Toyota,2008
2024-01-19,2024-03-19,Cerrado,699924,0,71,M,Particular,117172689,6,Barranquilla,Nissan,2003
2023-07-19,2023-12-19,Cerrado,2869590,0,31,M,Particular,75862452,4,Medellin,Mazda,2002
2023-12-09,2024-06-09,Cerrado,1044365,0,41,M,Particular,82288716,15,Bogota,Renault,2015
2024-09-12,,Abierto,0,960274,48,M,Comercial,88988960,8,Cali,Mazda,2017
2023-06-09,2023-09-09,Cerrado,1094186,0,55,F,Particular,103515933,5,Barranquilla,Mazda,2012
2019-12-29,2019-12-29,Cerrado,1346439,0,22,F,Comercial,47597976,18,Bogota,Toyota,2017
2019-07-15,2020-03-15,Cerrado,1140227,0,42,M,Particular,22527465,17,Medellin,Toyota,2013
2021-02-26,2021-11-26,Cerrado,2414372,0,26,M,Particular,38645230,8,Cartagena,Renault,2003
2019-06-24,2020-02-24,Cerrado,1271625,0,60,M,Particular,29355400,7,Barranquilla,Nissan,2023
2024-07-31,,Abierto,0,2188017,20,F,Particular,23651509,16,Cali,Nissan,2002
2019-10-22,2020-04-22,Cerrado,1030960,0,32,F,Particular,52572304,10,Bogota,Toyota,2011
2024-10-15,2024-10-15,Cerrado,2329787,0,35,M,Particular,38811072,2,Cali,Chevrolet,2016
2023-02-07,2023-11-07,Cerrado,1347369,0,56,M,Particular,20193234,4,Cali,Renault,2003
2021-12-21,2024-04-21,Cerrado,2648885,0,67,F,Particular,98409894,16,Cartagena,Chevrolet,2017
2020-03-27,2020-04-27,Cerrado,738310,0,67,F,Comercial,70554536,0,Cali,Toyota,2021
2023-04-29,2023-04-29,Cerrado,2128212,0,46,M,Particular,108270395,2,Barranquilla,Renault,2011
2021-04-30,2021-07-30,Cerrado,1164960,0,73,F,Particular,91145676,6,Medellin,Toyota,2022
2018-01-12,2019-05-12,Cerrado,1586506,0,45,F,Particular,57723267,4,Cartagena,Mazda,2004
2024-04-05,2024-05-05,Cerrado,2450954,0,61,F,Particular,83208570,2,Cartagena,Chevrolet,2013
2023-03-11,2023-11-11,Cerrado,649718,0,34,M,Particular,47673500,1,Medellin,Toyota,2017
2024-11-05,2024-11-05,Cerrado,1692641,0,42,F,Comercial,100206192,19,Barranquilla,Renault,2020
2024-08-27,2024-08-27,Cerrado,2675336,0,61,M,Particular,100301905,0,Cali,Chevrolet,2017
2018-02-17,2019-12-17,Cerrado,2594683,0,49,M,Particular,36014612,2,Medellin,Toyota,2000
2024-06-22,,Abierto,0,2509852,67,M,Comercial,32173306,6,Cartagena,Chevrolet,2005
2024-03-06,2024-10-06,Cerrado,1098004,0,64,F,Comercial,104342936,6,Cartagena,Mazda,2018
2022-04-20,2022-06-20,Cerrado,2019149,0,65,F,Comercial,89453639,15,Cali,Chevrolet,2011
2019-07-31,2019-10-31,Cerrado,883801,0,18,F,Particular,68672197,5,Medellin,Nissan,2020
2024-06-20,2024-06-20,Cerrado,2265140,0,26,F,Comercial,103064308,5,Barranquilla,Mazda,2001
2020-01-24,2020-09-24,Cerrado,1905822,0,50,M,Comercial,71521913,18,Medellin,Nissan,2004
2020-11-25,2021-07-25,Cerrado,1723322,0,36,M,Particular,34027572,19,Cartagena,Nissan,2019
2019-07-08,2019-11-08,Cerrado,1135858,0,20,F,Particular,94167337,4,Cartagena,Mazda,2017
2019-02-07,2019-06-07,Cerrado,1510840,0,49,M,Comercial,61478509,9,Cartagena,Nissan,2004
2021-02-04,2021-09-04,Cerrado,1047050,0,52,F,Particular,81028806,8,Cartagena,Mazda,2011
2023-09-18,,Abierto,0,38214996,51,F,Particular,85851647,7,Cartagena,Chevrolet,2007
2024-02-06,2024-06-06,Cerrado,722174,0,29,M,Particular,97090003,16,Cartagena,Toyota,2016
2023-08-22,2024-02-22,Cerrado,38813425,0,73,F,Particular,89419324,3,Barranquilla,Chevrolet,2018
2019-07-02,2020-03-02,Cerrado,1284091,0,33,F,Particular,55947180,16,Barranquilla,Renault,2008
2021-02-23,2021-06-23,Cerrado,1409866,0,61,F,Particular,104932755,3,Cartagena,Chevrolet,2011
2018-03-04,2019-10-04,Cerrado,2037371,0,54,M,Particular,53115384,14,Barranquilla,Mazda,2020
2020-04-23,2021-08-23,Cerrado,966432,0,67,M,Particular,119178626,1,Bogota,Mazda,2006
2020-10-05,2021-06-05,Cerrado,2275577,0,45,F,Particular,62467680,8,Medellin,Renault,2010
2023-01-17,2023-07-17,Cerrado,32594988,0,58,M,Particular,96031395,0,Cali,Toyota,2005
2023-07-25,,Abierto,0,30721746,30,M,Particular,107242156,4,Cartagena,Renault,2015
2021-08-15,2022-04-15,Cerrado,1065351,0,45,F,Particular,96912337,15,Barranquilla,Chevrolet,2023
2023-09-13,2024-05-13,Cerrado,1453770,0,45,M,Particular,43118544,0,Medellin,Mazda,2014
2020-01-22,2021-09-22,Cerrado,2142337,0,23,F,Particular,93835499,18,Bogota,Chevrolet,2001
2018-02-18,2018-08-18,Cerrado,987113,0,36,M,Particular,56456461,17,Bogota,Chevrolet,2011
2019-10-20,2020-01-20,Cerrado,1618419,0,64,M,Particular,25703449,9,Barranquilla,Toyota,2014
2022-07-19,2022-08-19,Cerrado,2750955,0,60,M,Particular,102866685,3,Cartagena,Mazda,2022
2019-12-02,2020-05-02,Cerrado,2170045,0,53,M,Particular,51320468,14,Bogota,Chevrolet,2005
2020-12-16,2021-06-16,Cerrado,1820494,0,18,M,Particular,89060042,14,Bogota,Toyota,2006
2023-11-27,2024-12-27,Cerrado,1141536,0,56,F,Particular,22075206,5,Bogota,Toyota,2005
2022-03-21,2022-04-21,Cerrado,683013,0,49,F,Particular,113241737,9,Barranquilla,Renault,2007
2023-09-03,2024-05-03,Cerrado,1200170,0,69,M,Particular,23855930,0,Bogota,Toyota,2012
2024-03-18,2024-06-18,Cerrado,851109,0,39,F,Comercial,80833725,5,Cali,Mazda,2012
2023-06-07,,Abierto,0,1904299,45,F,Particular,53622193,19,Barranquilla,Chevrolet,2009
2018-11-11,2019-04-11,Cerrado,1203249,0,44,M,Particular,37737231,13,Barranquilla,Renault,2012
2024-05-30,2024-12-30,Cerrado,1607140,0,25,F,Particular,119307985,10,Cartagena,Toyota,2019
2022-08-28,2023-04-28,Cerrado,2631975,0,43,M,Particular,55716475,11,Medellin,Nissan,2022
2020-10-14,2020-11-14,Cerrado,31507971,0,37,M,Particular,94810018,8,Cartagena,Renault,2021
2019-09-30,2021-02-28,Cerrado,2719681,0,37,F,Particular,50618820,2,Medellin,Chevrolet,2023
2024-05-03,2024-07-03,Cerrado,33756959,0,44,M,Comercial,87167000,12,Cali,Chevrolet,2016
2023-11-06,2024-03-06,Cerrado,2036048,0,56,F,Particular,22393819,2,Cali,Nissan,2023
2024-11-07,,Abierto,0,2213521,65,F,Particular,48990893,19,Bogota,Chevrolet,2005
2022-07-08,2022-07-08,Cerrado,1903966,0,22,F,Particular,116858155,4,Cali,Mazda,2017
2024-10-14,,Abierto,0,2761719,22,F,Particular,29794658,5,Cali,Chevrolet,2022
2022-11-11,2023-04-11,Cerrado,1902307,0,25,M,Comercial,24875920,8,Barranquilla,Mazda,2019
2023-05-21,2023-05-21,Cerrado,1495762,0,30,F,Particular,20156755,8,Barranquilla,Chevrolet,2010
2023-05-18,2024-02-18,Cerrado,1400060,0,70,M,Comercial,54404698,8,Medellin,Toyota,2008
2022-11-03,2023-05-03,Cerrado,2154847,0,51,F,Particular,25855173,17,Cali,Chevrolet,2002
2018-08-30,2018-11-30,Cerrado,1661207,0,20,F,Particular,35201966,17,Medellin,Nissan,2017
2019-12-03,2020-01-03,Cerrado,1879463,0,70,M,Particular,81498858,13,Cali,Nissan,2013
2020-01-11,2020-07-11,Cerrado,1819203,0,38,M,Particular,79163225,15,Cali,Toyota,2013
2023-10-15,2024-01-15,Cerrado,964868,0,67,F,Particular,107228503,12,Bogota,Chevrolet,2013
2024-08-22,,Abierto,0,1343034,70,F,Comercial,88216701,13,Cali,Mazda,2017
2024-09-01,,Abierto,0,30526255,44,M,Particular,103327308,5,Cali,Chevrolet,2009
2022-12-20,2023-03-20,Cerrado,1831449,0,57,F,Comercial,71311000,10,Cartagena,Mazda,2006
2020-02-20,2020-08-20,Cerrado,678358,0,66,M,Particular,87533084,9,Cali,Chevrolet,2019
2024-03-06,2024-09-06,Cerrado,2647244,0,26,M,Particular,65586278,1,Barranquilla,Renault,2013
2018-01-16,2018-10-16,Cerrado,1463957,0,56,F,Particular,35886329,13,Cartagena,Mazda,2020
2020-09-12,2022-08-12,Cerrado,2429180,0,49,M,Particular,25520908,16,Bogota,Nissan,2022
2019-01-02,2021-08-02,Cerrado,39567462,0,39,F,Particular,106734868,3,Cali,Nissan,2022
2021-06-06,2022-02-06,Cerrado,2727819,0,58,F,Particular,112428235,16,Cali,Nissan,2022
2024-10-23,,Abierto,0,2802709,60,F,Particular,99421350,0,Cali,Toyota,2010
2019-11-21,2020-01-21,Cerrado,1049834,0,73,F,Particular,108036470,3,Medellin,Chevrolet,2021
2020-11-25,2021-04-25,Cerrado,30939949,0,64,M,Particular,103610992,12,Medellin,Chevrolet,2013
2020-04-26,2020-10-26,Cerrado,1254231,0,26,M,Particular,70305612,18,Barranquilla,Mazda,2011
2019-02-26,2019-03-26,Cerrado,2846145,0,68,M,Particular,51369377,0,Cartagena,Nissan,2001
2022-07-02,2022-10-02,Cerrado,2370560,0,56,F,Particular,46708213,5,Barranquilla,Nissan,2016
2021-04-27,2024-02-27,Cerrado,38795057,0,25,F,Particular,32334150,2,Barranquilla,Mazda,2005
2019-08-31,2020-05-31,Cerrado,2078738,0,43,F,Particular,73762991,8,Medellin,Toyota,2018
2021-08-31,2022-02-28,Cerrado,918798,0,50,M,Particular,67085484,10,Cali,Mazda,2008
2018-01-20,2018-03-20,Cerrado,655091,0,40,F,Particular,65300861,13,Medellin,Chevrolet,2018
2019-11-07,2020-06-07,Cerrado,1317569,0,62,M,Particular,22708193,3,Medellin,Nissan,2010
2019-01-17,2019-03-17,Cerrado,1675137,0,28,M,Particular,79467193,6,Cali,Mazda,2020
2019-09-01,2019-11-01,Cerrado,2758129,0,69,M,Particular,43054402,19,Barranquilla,Renault,2022
2023-12-31,2024-01-31,Cerrado,2940316,0,63,F,Particular,113040908,15,Cartagena,Renault,2016
2018-03-03,2018-07-03,Cerrado,2752160,0,34,F,Particular,103190803,16,Medellin,Chevrolet,2017
2021-06-19,2021-12-19,Cerrado,1913161,0,69,M,Particular,84652347,3,Cartagena,Renault,2022
2024-04-04,2024-05-04,Cerrado,39427094,0,57,M,Particular,43862373,4,Barranquilla,Toyota,2009
2021-02-28,2021-04-28,Cerrado,696953,0,31,F,Particular,100809175,19,Cartagena,Chevrolet,2020
2022-06-17,2022-10-17,Cerrado,2883604,0,26,M,Particular,32676485,18,Cali,Mazda,2021
2022-06-15,2022-12-15,Cerrado,2059412,0,21,F,Particular,74659588,18,Barranquilla,Mazda,2015
2021-02-20,2021-11-20,Cerrado,782540,0,35,F,Particular,100220654,4,Bogota,Nissan,2014
2022-01-03,2022-08-03,Cerrado,2922493,0,50,M,Particular,59732289,13,Bogota,Mazda,2008
2020-07-15,2021-02-15,Cerrado,1640131,0,22,F,Particular,101913086,18,Cartagena,Chevrolet,2013
2024-07-17,,Abierto,0,823623,40,M,Particular,81244317,0,Barranquilla,Renault,2005
2021-12-13,2022-05-13,Cerrado,655017,0,28,M,Comercial,33967429,1,Barranquilla,Mazda,2022
2022-07-12,2022-11-12,Cerrado,2602840,0,52,M,Particular,113380991,13,Cali,Nissan,2012
2024-11-07,,Abierto,0,1379658,18,F,Particular,111283365,7,Cartagena,Mazda,2008
2018-10-09,2019-11-09,Cerrado,1203180,0,28,M,Particular,110375498,15,Barranquilla,Mazda,2015
2020-06-04,2020-07-04,Cerrado,2104342,0,54,F,Particular,63466714,10,Barranquilla,Mazda,2016
2020-10-21,2023-04-21,Cerrado,2193275,0,46,F,Particular,54396103,6,Cartagena,Chevrolet,2008
2019-12-24,2022-03-24,Cerrado,1877887,0,55,F,Particular,46015188,4,Barranquilla,Renault,2002
2022-12-04,2024-07-04,Cerrado,2166700,0,50,M,Particular,116083536,16,Barranquilla,Toyota,2020
2021-05-20,2021-10-20,Cerrado,2633788,0,31,F,Particular,49770709,10,Barranquilla,Renault,2023
2018-03-28,2019-06-28,Cerrado,2234031,0,66,F,Particular,55822090,3,Barranquilla,Chevrolet,2000
2019-10-27,2020-05-27,Cerrado,825763,0,40,M,Particular,97166361,3,Barranquilla,Chevrolet,2001
2020-05-11,2020-07-11,Cerrado,766640,0,64,M,Particular,83057012,13,Bogota,Nissan,2011
2022-09-19,2023-06-19,Cerrado,32965195,0,53,M,Comercial,97190566,12,Barranquilla,Mazda,2013
2023-10-10,2024-03-10,Cerrado,925639,0,71,F,Particular,112939693,4,Barranquilla,Toyota,2009
2023-11-13,2024-02-13,Cerrado,2564536,0,45,M,Particular,37302501,7,Barranquilla,Nissan,2018
2020-02-25,2021-10-25,Cerrado,1421299,0,33,M,Particular,84695800,2,Cartagena,Renault,2001
2022-04-26,2023-10-26,Cerrado,2382864,0,32,M,Comercial,55427197,2,Medellin,Nissan,2018
2022-07-26,2024-01-26,Cerrado,30424912,0,41,M,Particular,117295482,1,Barranquilla,Renault,2020
2024-06-02,,Abierto,0,1102592,31,F,Particular,108570668,10,Cartagena,Renault,2019
2019-11-25,2020-05-25,Cerrado,735514,0,34,M,Particular,25891087,15,Bogota,Nissan,2000
2024-09-12,,Abierto,0,676886,35,M,Particular,35000284,3,Medellin,Chevrolet,2005
2021-06-08,2023-12-08,Cerrado,845749,0,39,M,Particular,27997520,5,Cartagena,Renault,2009
2019-06-18,2019-07-18,Cerrado,2833151,0,34,M,Particular,71282881,14,Cartagena,Nissan,2023
2019-02-06,2019-12-06,Cerrado,2443187,0,59,F,Particular,115665340,6,Cali,Nissan,2018
2018-05-10,2018-11-10,Cerrado,2782279,0,63,F,Particular,21894813,6,Barranquilla,Chevrolet,2014
2024-05-28,,Abierto,0,2183996,36,M,Particular,71498076,10,Bogota,Toyota,2000
2018-10-03,2019-05-03,Cerrado,814337,0,23,M,Particular,96786117,6,Medellin,Nissan,2002
2023-02-02,2023-04-02,Cerrado,2668172,0,25,M,Particular,33373183,15,Medellin,Renault,2023
2018-02-24,2019-02-24,Cerrado,2262030,0,25,M,Particular,44844609,19,Bogota,Mazda,2022
2020-02-04,2020-10-04,Cerrado,2001739,0,69,M,Particular,88520968,7,Cartagena,Chevrolet,2004
2021-05-05,2021-06-05,Cerrado,759714,0,58,M,Particular,32377000,3,Cartagena,Mazda,2000
2019-10-04,2019-10-04,Cerrado,2972713,0,68,F,Particular,30949155,19,Medellin,Renault,2014
2023-01-22,2023-07-22,Cerrado,2576943,0,68,F,Particular,87308735,6,Cali,Mazda,2011
2019-12-25,2020-03-25,Cerrado,2966066,0,40,F,Particular,59774596,5,Cartagena,Toyota,2002
2021-04-28,2022-11-28,Cerrado,1813825,0,68,M,Particular,50451585,5,Bogota,Mazda,2012
2020-03-12,2020-06-12,Cerrado,2229558,0,67,F,Comercial,36567654,3,Bogota,Nissan,2011
2020-01-08,2020-09-08,Cerrado,2506822,0,42,M,Comercial,88346839,6,Barranquilla,Nissan,2007
2020-01-28,2020-05-28,Cerrado,2613371,0,22,F,Particular,97696187,14,Bogota,Toyota,2005
2022-05-11,2022-09-11,Cerrado,1063111,0,38,F,Particular,39383589,12,Cali,Nissan,2010
2021-07-23,2021-09-23,Cerrado,2823470,0,65,M,Particular,22177180,9,Cali,Mazda,2016
2023-01-16,2023-07-16,Cerrado,1391175,0,33,M,Particular,113392071,10,Cartagena,Chevrolet,2016
2018-12-06,2019-07-06,Cerrado,2833117,0,41,M,Particular,36734254,12,Medellin,Chevrolet,2013
2018-06-02,2019-01-02,Cerrado,645907,0,63,M,Comercial,77690947,6,Bogota,Chevrolet,2012
2022-05-08,2023-10-08,Cerrado,1480350,0,45,M,Particular,46405882,18,Cali,Renault,2018
2021-11-22,2022-07-22,Cerrado,2203839,0,21,F,Particular,53579459,0,Bogota,Renault,2001
2022-01-07,2022-10-07,Cerrado,2318964,0,41,M,Comercial,80596372,0,Cartagena,Mazda,2018
2019-03-03,2019-07-03,Cerrado,731805,0,40,F,Particular,28043082,5,Barranquilla,Renault,2019
2024-03-01,2024-08-01,Cerrado,1998814,0,30,M,Comercial,56072672,2,Bogota,Mazda,2016
2021-02-09,2021-02-09,Cerrado,39107463,0,67,M,Particular,78643303,13,Bogota,Nissan,2021
2024-06-30,2024-06-30,Cerrado,2758891,0,73,F,Particular,104585373,17,Barranquilla,Toyota,2014
2020-08-07,2020-12-07,Cerrado,33004572,0,24,F,Particular,25781505,9,Bogota,Toyota,2007
2021-10-05,2021-12-05,Cerrado,764600,0,50,M,Particular,118300883,1,Barranquilla,Toyota,2022
2023-07-24,2024-06-24,Cerrado,1043925,0,70,F,Particular,47673603,18,Cartagena,Mazda,2007
